1,2,3,4,5,6,7,8,9,0
0,0,0,0,0,8,1,0,0,0
1,0,0,0,1,9,1,0,0,1
2,0,0,1,0,A,1,0,1,0
3,0,0,1,1,B,1,0,1,1
4,0,1,0,0,C,1,1,0,0
5,0,1,0,1,D,1,1,0,1
6,0,1,1,0,E,1,1,1,0
7,0,1,1,1,F,1,1,1,1
